id,chat,label,cleaned_message
1628,ngentot wc ma yuk url,harassment,ngentot wc ma yuk url
1629,asset kejual kek\nharga kek\nyang kerja tka kek \n\nbodo mereka\nkarna gaji perbulan terimanya,neutral,aset kejual keknharga keknyang kerja tka kek nbodo merekankarna gaji perbulan terimanya
1630,nambah nihmega collection cewe bugil jepang yg minatmonggo d dm url,harassment,nambah nihmega colection cewe bugil jepang yang minatmongo d dm url
1631,uang kesuksesan mengubah orang memperkuat,neutral,uang kesuksesan mengubah orang memperkuat
1632,bangsat wakil rakyat yg mulutnya ya bangsat\nkalau monyet wakil rakyat mulutnya ya monyet\nkalau babi wakil rakyat yg mulutnya ya babi\nkalau anjing wakil rakyat yg mulutnya ya anj,violence,bangsat wakil rakyat yang mulutnya ya bangsatnkalau monyet wakil rakyat mulutnya ya monyetnkalau babi wakil rakyat yang mulutnya ya babinkalau anjing wakil rakyat yang mulutnya ya anj
1633,ngaca luh bolot url,violence,ngaca luh bolot url
1634,rumah kosong gimana klo lo logout cuss rumah w enak enak,harassment,rumah kosong gimana klo lo logout cus rumah w enak enak
1635,maen koq kayak orang disabilitas ga babi aja berguna makanan,violence,maen koq kayak orang disabilitas tidak babi saja berguna makanan
1636,user user akibat makan gaji dr duit korupsi blbi yg toke2 cina otak cebong benar2 dungu \nmasalah tka cina fiksi tp sdh fakta tp anggap isu tsb fiktif hancur negara jual,racist,akibat makan gaji dari duit korupsi blbi yang toke cina otak cebong benar dungu nmasalah tka cina fiksi tp sudah fakta tp angap isu tsb fiktif hancur negara jual
1637,modus yg sindikat cina menipu uang rakyat indonesia usir cina indonesia,racist,modus yang sindikat cina menipu uang rakyat indonesia usir cina indonesia
1638,user kampret telat deh gua,violence,kampret telat deh gua
1639,hidup mudah pekerjaan diselesaikan kewajiban dipenuhi kewajiban kebenaran keadilan kebebasan,neutral,hidup mudah pekerjan diselesaikan kewajiban dipenuhi kewajiban kebenaran keadilan kebebasan
1640,hr hapus islam ajaran sesat yg mendungukan membiadabkan umatnya,violence,hr hapus islam ajaran sesat yang mendungukan membiadabkan umatnya
1641,asem parah ni maennya gw sumpahin lo mandul,violence,asem parah ni maenya saya sumpahin lo mandul
1642,user ngentod yuk kayak semalem,harassment,ngentod yuk kayak semalem
1643,buzzer2 bayaran cina,racist,buzer bayaran cina
1644,parah bat dah maennya male dah kalo ketemu tim asu,violence,parah bat dah maenya male dah kalau ketemu tim asu
1645,edan pisan ggwp bang,neutral,edan pisan gwp bang
1646,user user user tai dibls pake acc lain\xf0\x9f\x98\x82 jd enak dipanggil hyung dasar korea plastik,racist,tai dibls pake ac lain jd enak dipangil hyung dasar korea plastik
1647,lihat noh tampang lu tampang banci lgbt url,harassment,lihat noh tampang kamu tampang banci lgbt url
1648,lo gua penggal pala lo tu pala ga otaknya peler,violence,lo gua pengal pala lo tu pala tidak otaknya peler
1649,user user user kasusnya sp3 bong gak terbukti\n\ncuma halu cecungung kodok alias cebong aja,violence,kasusnya sp bong tidak terbuktincuma halu cecungung kodok alias cebong saja
1650,cuman cipokan aja koq ga sampe grepe grepe klo lo pengen gua,harassment,cuman cipokan saja koq tidak sampe grepe grepe klo lo pengen gua
1651,lo titit ga lo muasin gua,harassment,lo titit tidak lo muasin gua
1652,user user antek antek zionis komunis sipit,racist,antek antek zionis komunis sipit
1653,penyesatan diluruskan allah swt ngajar bangun keluarga cocok2 penis,harassment,penyesatan diluruskan alah swt ngajar bangun keluarga cocok penis
1654,swasembada cuman angin surga semangat sejahterakn petani vietnam thailand emang dasar sipit ya bela sipit,racist,swasembada cuman angin surga semangat sejahterakn petani vietnam thailand memang dasar sipit ya bela sipit
1655,hidup koin membelanjakannya sesukamu membelanjakannya,neutral,hidup koin membelanjakanya sesukamu membelanjakanya
1656,user mainnya kayak jamban \xf0\x9f\x98\x82,violence,mainya kayak jamban
1657,pemainnya bego ez win mah,violence,pemainya bego ez win mah
1658,user user user ga mikir keluarga korban bom ukhti2 otaknya dengkul kzl ya,violence,tidak mikir keluarga korban bom ukhti otaknya dengkul kzl ya
1659,user maklum gua korea ori sipit elu matanya lebar udah kaya gua,racist,maklum gua korea ori sipit elu matanya lebar sudah kaya gua
1660,bedebah mati cuk jancuk,violence,bedebah mati cuk jancuk
1661,user nete,harassment,nete
1662,user user user user user bebas terserah dlm memahami konteks agama islam kematian realitas kebangkitan hisab surga neraka keyakinan mutlak ð terse,neutral,bebas terserah dlm memahami konteks agama islam kematian realitas kebangkitan hisab surga neraka keyakinan mutlak terse
1663,pendengar dialog yahudi israel versi \xf0\x9f\x98\xb3\xf0\x9f\x98\xb3,racist,pendengar dialog yahudi israel versi
1664,user user awal2 gak nervous kalo foto ariel foto aja \xf0\x9f\x98\x82 \xf0\x9f\x98\x82,neutral,awal tidak nervous kalau foto ariel foto saja
1665,user udah nggak mereka\ntapi mengcounter tindakan brutal anjing2 fpi itu\naku perlawanan masyarakat kuncup bu,violence,sudah ngak merekantapi mengcounter tindakan brutal anjing fpi itunaku perlawanan masyarakat kuncup bu
1666,enam bahasa resmi pbb inggris perancis arab cina rusia spanyol,neutral,enam bahasa resmi pb ingris perancis arab cina rusia spanyol
1667,punyalo segede sih bikin gue banjir ga gua isepin,harassment,punyalo segede bikin saya banjir tidak gua isepin
1668,warisan tradisi budaya,neutral,warisan tradisi budaya
1669,pemaen liga inggris gak regulasi pembatasan pemaen aseng haduh,racist,pemaen liga ingris tidak regulasi pembatasan pemaen aseng haduh
1670,user usir cina nkri,racist,usir cina nkri
1671,user user user user cebong otaknya ngeblend,violence,cebong otaknya ngeblend
1672,user review penelitian2 yg membuktikan msg in chinese food bikin sindroma restoran cina\n\nwaktu hasil2nya diteliti 1 zat yg ditemukan dlm makanan2 tp sbg penyebab gejala2 ga enak,neutral,review penelitian yang membuktikan msg in chinese fod bikin sindroma restoran cinanwaktu hasilnya diteliti zat yang ditemukan dlm makanan tp sbg penyebab gejala tidak enak
1673,user user planga plongowong kepalanya gak alias otaknya dungu,violence,planga plongowong kepalanya tidak alias otaknya dungu
1674,semut kaiju nakal\nsaya tanya\napakah tanah kegelapan\nsemut kaiju nakal\nsaya tanya\napakah tanah takut setan,neutral,semut kaiju nakalnsaya tanyanapakah tanah kegelapansemut kaiju nakalnsaya tanyanapakah tanah takut setan
1675,user user user user top nya lg b yg bela penista agama skrg belagak bela agama wkwkkwkwkw mabok,violence,top nya lagi b yang bela penista agama skrg belagak bela agama wkwkwkwkw mabok
1676,user user muka lu cabul kalo muka sih banci mah beraninya anonim,harassment,muka kamu cabul kalau muka banci mah beraninya anonim
1677,user nete kak \xf0\x9f\x8c\x9a\n\nuntung dnnya bener engga udah nete tabok,harassment,nete kak nuntung dnya benar enga sudah nete tabok
1678,dasar otak papua dengkul ga tau beraninya keroyokan,racist,dasar otak papua dengkul tidak tau beraninya keroyokan
1679,user adminnya tolol,violence,adminya tolol
1680,woy ayam kampus lu bagusnya ga main dijadiin mainan gua,harassment,woy ayam kampus kamu bagusnya tidak main dijadin mainan gua
1681,aja eror jo kampang kau dri kemaren gitu,violence,saja eror jo kampang kau dri kemaren gitu
1682,akutu ndabisa kalo kamutu crot duluan tau,harassment,akutu ndabisa kalau kamutu crot duluan tau
1683,user user user balas pakai pantun\n\n\xf0\x9f\x8e\xb6\ndari banten bawa bekal cengkareng terbang blitar\n\xf0\x9f\x8e\xb6\xf0\x9f\x8e\xb6\nbeli coklat dimakan pohon salam\n\xf0\x9f\x8e\xb6\xf0\x9f\x8e\xb6\xf0\,neutral,balas pakai pantundari banten bawa bekal cengkareng terbang blitarnbeli coklat dimakan pohon salamn
1684,user user user user kain kafan yg dipake muslim utk bungkus mayat adlh tradisiadatbudaya yahudi\n\nyohanes 1940 \nmereka mengambil mayat yesusmengapaninya kain lenan membubuhinya rempahrempah,neutral,kain kafan yang dipake muslim untuk bungkus mayat adlh tradisiadatbudaya yahudinyohanes nmereka mengambil mayat yesusmengapaninya kain lenan membubuhinya rempahrempah
1685,user user marah umat lo\nemang gue fikirin\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\nmati ajah sonohminum kencing onta,violence,marah umat lonemang saya fikirinmati ajah sonohminum kencing onta
1686,user user user user biar daerah bandung berkembang pesat jatinangor sumedang sekitaran cengkareng berkembang daan mogot serpong kamal dll otomatis infrastruktur yg dibangun jar,neutral,biar daerah bandung berkembang pesat jatinangor sumedang sekitaran cengkareng berkembang dan mogot serpong kamal dl otomatis infrastruktur yang dibangun jar
1687,selamat pahlawan perjuangan melupakan mantan,neutral,selamat pahlawan perjuangan melupakan mantan
1688,user tu gembrot opp mukanya bulet pipi nya offside lehernya ga keliatan wkwk url,harassment,tu gembrot op mukanya bulet pipi nya ofside lehernya tidak keliatan url
1689,gw sange bang pengen dicolmekin ayo off aja,harassment,saya sange bang pengen dicolmekin ayo of saja
1690,user plonga plongopah pohdlongap dlongop tp melaporkan ahlinya filsafah mmg yg terdepan kedunguannyasemoga klo hukum tdk berat sebelah user tdk terbukti menistakan agama si janda user dituntut,violence,plonga plongopah pohdlongap dlongop tp melaporkan ahlinya filsafah mg yang terdepan kedunguanyasemoga klo hukum tidak berat sebelah tidak terbukti menistakan agama si janda dituntut
1691,user user user user user user indonesia lenyap 2030 pujaan tolol ya pengikutnya tolol bencong anak nya bencong,harassment,indonesia lenyap pujan tolol ya pengikutnya tolol bencong anak nya bencong
1692,bembem kampret ngakak sampe besok \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 url,violence,bembem kampret ngakak sampe besok url
1693,perjalanan hidup berpikir bunda ayah salah pelajaran hidup kera menyadarkanku katakata bunda ayah terima kasih pelajaran berharga untukku,neutral,perjalanan hidup berpikir bunda ayah salah pelajaran hidup kera menyadarkanku katakata bunda ayah terima kasih pelajaran berharga untuku
1694,user maklum prof yg teriak2 pst gk mengenal kristen katolik tema gereja katolik thn amalkan pancasila bhineka indonesia krn kt percaya dimanapun kt ditempatkan disitulah kt hr mengamalkan iman2,neutral,maklum prof yang teriak pst gk mengenal kristen katolik tema gereja katolik thn amalkan pancasila bhineka indonesia krn kt percaya dimanapun kt ditempatkan disitulah kt hr mengamalkan iman
1695,pengen ngentot diciumin gini dimanjain gini ahhh idaman bgt topnya url,harassment,pengen ngentot diciumin gini dimanjain gini ah idaman banget topnya url
1696,1 tumbuh orang tuaku pelajaran berharga hidupku terima kasih,neutral,tumbuh orang tuaku pelajaran berharga hidupku terima kasih
1697,user konspirasi yahudi didlmnya ga tau emang tu orang yahudi membawa,racist,konspirasi yahudi didlmnya tidak tau memang tu orang yahudi membawa
1698,user tai jijay markojay,violence,tai jijay markojay
1699,game jablaynya main chat ajak ngentod,harassment,game jablaynya main chat ajak ngentod
1700,user dasar ckck maho,harassment,dasar ckck maho
1701,user user user user user budaya yahudi yahudi agama abraham yg murni tp seiring jaman murni bagian2 yg islam amp kristen dgn islam sama2 makan babi m,neutral,budaya yahudi yahudi agama abraham yang murni tp seiring jaman murni bagian yang islam amp kristen dengan islam sama makan babi m
1702,user user user user user \nnajis mogoladoh user,violence,najis mogoladoh
1703,user pake casio rin diameternya bulet gitu ga bikin cungkring lupa serienya udah rusak,neutral,pake casio rin diameternya bulet gitu tidak bikin cungkring lupa serienya sudah rusak
1704,cupu nub ga becus maen pergi lo,violence,cupu nub tidak becus maen pergi lo
1705,salah gelar hebat dunia orang tua salah anugerah dunia memiliki orang tua,neutral,salah gelar hebat dunia orang tua salah anugerah dunia memiliki orang tua
1706,ga sok kemayu jg lu hode maho,harassment,tidak sok kemayu juga kamu hode maho
1707,bantu share lur user user user user user user user user user,neutral,bantu share lur
1708,user halah kampret ngirim ngelag,violence,halah kampret ngirim ngelag
1709,caramu menghiburku down pelukanmu ajaib menghilangkan kerutan dahiku bunda ayah hidupku terima kasih,neutral,caramu menghiburku down pelukanmu ajaib menghilangkan kerutan dahiku bunda ayah hidupku terima kasih
1710,jm 7 an udah mu tidur ya aq gangguin kmmaljum ngentot jumat malem kudu ngentot lg dek nung url,harassment,jm an sudah mu tidur ya aq ganguin kmaljum ngentot jumat malem kudu ngentot lagi dek nung url
1711,orang cina mah bebas goblok nggak ketulungan kaya cina mah bebas,racist,orang cina mah bebas goblok ngak ketulungan kaya cina mah bebas
1712,user user terserah gua gua ngatain cebong haha lucu banget cebong kapir ni sok iye ujuk2 ngasih data pengen pinter mata cebong2 haha gak sadar keceplosan keterusan ngatain agama i,racist,terserah gua gua ngatain cebong haha lucu banget cebong kapir ni sok iye ujuk ngasih data pengen pinter mata cebong haha tidak sadar keceplosan keterusan ngatain agama i
1713,bioskop transisi ekonomi ala arab saudi,neutral,bioskop transisi ekonomi ala arab saudi
1714,liat orang sulit bisanya gamau bantu liat ntar pa lu susah gaada bantu mampus lu tai,violence,liat orang sulit bisanya gamau bantu liat ntar pa kamu susah gada bantu mampus kamu tai
1715,user ade ustad yg otaknye nangkring dengkul susah jalan gak dibantu amplop tetep dibiarin ngoceh ngalor kidul\nade ustad miara jenggot bandot doyannya jd provokator nyantai2 aja die gak diapaapain\nade ustad perutnye bun,violence,ade ustad yang otaknye nangkring dengkul susah jalan tidak dibantu amplop tetep dibiarin ngoceh ngalor kidulnade ustad miara jengot bandot doyanya jd provokator nyantai saja die tidak diapapainade ustad perutnye bun
1716,eanjink awas aja sampe si biru2 bawa orang backstage gua slepet pake ahgabong bodo,violence,eanjink awas saja sampe si biru bawa orang backstage gua slepet pake ahgabong bodo
1717,user user user user user user user user user user yg cocok dikatain sontoloyo\xf0\x9f\x98\x81\xf0\x9f\x98\x81 emang bom kampung ga kasi mati orang,violence,yang cocok dikatain sontoloyo memang bom kampung tidak kasi mati orang
1718,1 orang tua sahabat terbaik miliki terima kasih cinta butuh,neutral,orang tua sahabat terbaik miliki terima kasih cinta butuh
1719,user ngentot say,harassment,ngentot say
1720,bocah sinting ga ngajak gb musuh tertawa ngakak liat kelakuan sianjing,violence,bocah sinting tidak ngajak gb musuh tertawa ngakak liat kelakuan sianjing
1721,user cindy ngewe,harassment,cindy ngewe
1722,antek aseng emang pelit udah gitu itungan mulu maennya kagak asiknya,racist,antek aseng memang pelit sudah gitu itungan mulu maenya kagak asiknya
1723,momen kegiatan budaya direncanakan ribuan warga baduy membanjiri kota serang,neutral,momen kegiatan budaya direncanakan ribuan warga baduy membanjiri kota serang
1724,ccd anjir sinyal,violence,cd anjir sinyal
1725,lu diem aja gua genjot sampe crot lu tinggal merem desah,harassment,kamu diem saja gua genjot sampe crot kamu tingal merem desah
1726,\xf0\x9f\x8c\xb9tomohon pusat pembelajaran agama kristen katolik khusus berdoa meditasi bukit kasih suci indah tenang tomohoninternationalflowerfestival,neutral,tomohon pusat pembelajaran agama kristen katolik khusus berdoa meditasi bukit kasih suci indah tenang tomohoninternationalflowerfestival
1727,user user kepentingan nasional ngomong ember sono ngomong gak data cm modal congor ama ludah nenek2 bunting,violence,kepentingan nasional ngomong ember sono ngomong tidak data cm modal congor ama ludah nenek bunting
1728,user pantat balita bopeng y,harassment,pantat balita bopeng y
1729,user user user user user menghadapi cebong santai mbakkalo kt santai tp ngeselin bikin cebong emosi tinggi\xf0\x9f\x98\x82\xf0\x9f\x98\x82,violence,menghadapi cebong santai mbakalo kt santai tp ngeselin bikin cebong emosi tingi
